-6.794018387230366107e-02,8.273680238897014760e+01,-2.469952902327471384e+04,5.860000000000000000e+02,6.440000000000000000e+02,1.000000000000000000e+00,1.700000000000000000e+01
-1.471291899050461687e-03,1.107327925794863832e+00,2.454919770410905073e+02,3.980000000000000000e+02,6.400000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-1.381905075405752935e-03,1.291545588475480288e+00,1.913983203623510860e+02,3.860000000000000000e+02,6.900000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-1.030459711488797628e-03,1.092893457899566156e+00,1.619847492954939128e+02,5.740000000000000000e+02,6.540000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-2.980964027418259166e-02,3.473388301651138477e+01,-9.659668841258724569e+03,5.640000000000000000e+02,6.140000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-1.752169810700133796e-03,1.990981974215851213e+00,-4.253358145438005522e+01,5.100000000000000000e+02,6.820000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-4.522464014274675537e-03,5.864642214204704551e+00,-1.436625676428221368e+03,5.480000000000000000e+02,6.820000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-1.287108373730700599e-03,1.226332007999830997e+00,1.904509351059045343e+02,3.980000000000000000e+02,6.820000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-1.508808856436508455e-03,1.615508435183697689e+00,7.462136614408585444e+01,4.400000000000000000e+02,7.020000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
1.819725043535776014e-03,-1.671670050897418269e+00,8.454428450483927691e+02,3.840000000000000000e+02,5.780000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-1.757887631318993905e-03,1.241078692093488645e+00,2.159243562313980931e+02,3.720000000000000000e+02,5.680000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01
-1.372389630623207200e-03,1.145019964241632104e+00,2.470860655933368264e+02,3.820000000000000000e+02,6.860000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
-1.190476190475759722e-03,1.202380952380423418e+00,1.676000000001629644e+02,6.020000000000000000e+02,6.320000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-6.244012359770545126e-03,7.672813480156590593e+00,-1.877863059931162752e+03,5.780000000000000000e+02,6.480000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-3.230605662008146760e-03,2.646763000911823482e+00,-7.471894258693475876e+01,4.040000000000000000e+02,5.280000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
-3.815628815628367308e-04,-5.525030525035493773e-02,5.625347985348124666e+02,4.560000000000000000e+02,5.640000000000000000e+02,1.000000000000000000e+00,1.100000000000000000e+01
-1.061213000767238790e-03,1.028044045514166172e+00,2.529055385591648530e+02,3.860000000000000000e+02,7.140000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
1.182795698924822905e-02,-1.410107526881849083e+01,4.613987096774633756e+03,5.760000000000000000e+02,6.380000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-3.818998716303952101e-02,4.611232349166822786e+01,-1.345526829268667825e+04,5.640000000000000000e+02,6.460000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
4.251979187195102650e-03,2.462872687159618212e-01,-1.053341543585322370e+03,5.580000000000000000e+02,5.600000000000000000e+02,1.000000000000000000e+00,1.500000000000000000e+01
-3.144771138041774715e-04,8.746622105401316016e-01,8.577757260568668940e+00,5.760000000000000000e+02,6.440000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-2.822611597244853335e-05,2.335890780072033268e-01,2.880079549457597636e+02,5.900000000000000000e+02,6.000000000000000000e+02,1.000000000000000000e+00,1.500000000000000000e+01
-6.906618020484666699e-03,9.149264022945484243e+00,-2.530899413099243702e+03,5.580000000000000000e+02,7.020000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-2.233045382490445908e-03,1.931932200108886555e+00,6.912203937856475022e+01,3.960000000000000000e+02,6.220000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-1.900383300763103071e-03,1.608837496725445737e+00,1.388977691850569443e+02,3.940000000000000000e+02,6.580000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
-1.341348825134109669e-02,1.731613197770007417e+01,-5.133470006684092368e+03,5.900000000000000000e+02,6.820000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-3.420760962123294783e-03,3.318211771081789885e-01,1.134732330222795554e+03,4.840000000000000000e+02,4.900000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-6.653832999261810816e-04,6.464020586104225474e-01,2.661001860735690911e+02,5.340000000000000000e+02,6.620000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-3.214285714288611651e-02,3.985000000003587672e+01,-1.183317142858253828e+04,6.040000000000000000e+02,6.280000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-2.779825922571197913e-03,2.400368186701272055e+00,-2.535521520397302808e+01,3.700000000000000000e+02,6.160000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01
-8.400184520951989439e-04,8.373868611022955433e-01,2.933563288766662822e+02,3.760000000000000000e+02,6.920000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
-4.262340914952866822e-03,4.867704024710435284e+00,-9.403503938209578337e+02,5.320000000000000000e+02,6.500000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01
-2.520582258116062322e-03,2.385415682471076160e+00,-6.509839362843301558e+01,3.740000000000000000e+02,6.340000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
